school_id,system_id,sctype,gender,ethnicity,cltype,tdegree,tyear,lunch,read_old,read,math_old,math
77,40,rural,female,cauc,regular,bachelor,28,non-free,608,641,582,634
63,30,rural,male,cauc,regular+aide,bachelor,15,non-free,571,570,587,622
17,11,suburban,female,afam,regular,master,19,free,599,644,546,626
46,18,suburban,male,cauc,small,bachelor,12,non-free,650,639,659,667
39,15,rural,female,cauc,regular+aide,master,10,non-free,533,559,577,582
56,24,rural,male,afam,small,master,6,free,512,569,559,589
9,6,urban,female,cauc,small,bachelor,8,free,627,650,599,616
20,11,suburban,male,afam,regular+aide,master,28,non-free,552,559,530,562
69,35,rural,male,cauc,regular,bachelor,7,free,650,647,615,684
32,11,inner-city,female,afam,small,master,33,free,573,597,561,601
46,18,suburban,male,afam,small,bachelor,12,non-free,618,644,582,614
69,35,rural,female,cauc,regular+aide,bachelor,12,non-free,573,602,587,629
63,30,rural,male,cauc,regular+aide,bachelor,15,non-free,604,604,659,642
69,35,rural,female,cauc,small,bachelor,6,non-free,659,665,699,678
65,31,rural,male,cauc,small,master,2,non-free,568,612,599,610
32,11,inner-city,male,afam,regular,master,25,free,550,590,535,626
74,38,rural,female,cauc,regular+aide,master,19,non-free,669,647,615,642
32,11,inner-city,male,afam,regular,master,25,free,526,592,525,585
54,22,suburban,male,cauc,regular,bachelor,30,free,586,614,615,636
32,11,inner-city,female,afam,regular,master,25,free,555,608,533,601
58,25,suburban,female,cauc,regular+aide,bachelor,8,non-free,575,612,561,606
1,1,rural,female,cauc,small,bachelor,28,free,604,606,570,626
63,30,rural,male,cauc,small,bachelor,1,non-free,608,639,579,636
49,21,rural,female,cauc,small,bachelor,13,free,559,587,565,603
31,11,inner-city,female,afam,regular+aide,bachelor,17,free,520,588,552,564
63,30,rural,male,cauc,regular+aide,bachelor,15,non-free,591,626,593,618
17,11,suburban,male,afam,small,bachelor,8,free,602,639,552,588
61,28,suburban,male,cauc,regular,master,4,non-free,552,620,557,596
54,22,suburban,male,cauc,regular,bachelor,30,non-free,566,577,582,593
53,22,inner-city,male,cauc,small,bachelor,1,free,538,587,550,577
38,14,rural,female,cauc,regular+aide,bachelor,17,free,659,633,699,663
24,11,suburban,female,afam,regular,master,19,non-free,614,620,552,631
68,34,rural,female,cauc,regular,bachelor,8,non-free,577,600,540,599
72,36,rural,male,cauc,regular,master,13,free,602,631,565,610
64,31,rural,male,cauc,small,bachelor,17,non-free,586,657,590,684
11,8,rural,male,cauc,regular+aide,master,14,free,564,612,572,610
26,11,inner-city,male,afam,regular,master,22,free,541,578,535,608
61,28,suburban,male,cauc,regular,master,4,non-free,659,654,620,691
12,9,rural,female,cauc,regular,bachelor,0,non-free,669,641,632,616
63,30,rural,male,cauc,regular+aide,bachelor,15,non-free,559,545,611,603
68,34,rural,male,afam,regular,bachelor,8,free,532,578,515,556
1,1,rural,female,cauc,regular,bachelor,5,non-free,596,624,626,636
9,6,urban,female,cauc,regular+aide,master,38,non-free,573,588,561,612
34,12,rural,female,afam,regular+aide,master,16,free,611,633,570,636
4,4,suburban,male,cauc,regular+aide,master,2,non-free,604,610,603,651
24,11,suburban,male,hispanic,small,master,10,free,571,641,561,642
75,39,rural,male,cauc,small,bachelor,22,non-free,579,629,615,618
68,34,rural,female,cauc,regular+aide,master,19,non-free,584,618,596,651
61,28,suburban,female,afam,regular+aide,master,15,free,582,599,552,567
3,3,rural,female,cauc,regular+aide,bachelor,3,non-free,602,614,611,594
22,11,inner-city,female,afam,regular,bachelor,26,free,550,585,536,580
65,31,rural,male,cauc,regular+aide,bachelor,2,free,545,575,587,604
72,36,rural,female,cauc,regular+aide,bachelor,11,non-free,582,639,590,610
46,18,suburban,male,cauc,regular+aide,bachelor,12,non-free,569,620,611,663
64,31,rural,female,cauc,small,bachelor,17,non-free,602,650,550,614
40,16,rural,female,cauc,small,bachelor,4,free,588,612,559,568
29,11,inner-city,female,afam,regular,bachelor,2,non-free,586,636,579,626
31,11,inner-city,female,afam,regular+aide,bachelor,17,free,542,588,554,573
4,4,suburban,female,cauc,small,bachelor,6,non-free,599,647,577,616
80,42,rural,male,cauc,regular,master,13,non-free,557,624,590,624
27,11,inner-city,male,afam,regular,bachelor,5,free,550,557,632,576
28,11,inner-city,female,afam,small,master,14,free,547,572,531,589
20,11,suburban,female,afam,small,bachelor,13,non-free,554,616,568,599
39,15,rural,male,cauc,regular+aide,master,10,free,526,595,615,629
20,11,suburban,female,afam,regular,bachelor,7,non-free,593,636,559,586
61,28,suburban,male,cauc,regular,master,4,non-free,604,602,557,629
51,22,suburban,male,afam,regular+aide,bachelor,14,free,608,608,563,597
45,18,inner-city,male,afam,regular+aide,master,11,free,586,631,607,659
45,18,inner-city,male,afam,small,master,18,free,564,570,572,573
78,41,rural,male,cauc,regular,specialist,13,non-free,571,608,568,629
9,6,urban,male,cauc,regular+aide,master,38,free,573,593,587,618
44,18,suburban,female,afam,small,bachelor,7,free,544,572,561,524
27,11,inner-city,male,afam,regular,master,14,free,555,560,525,573
51,22,suburban,female,cauc,small,bachelor,9,non-free,684,644,674,667
66,32,rural,male,cauc,regular+aide,bachelor,13,non-free,579,608,574,622
72,36,rural,male,cauc,regular+aide,bachelor,11,free,604,612,639,629
33,11,inner-city,female,afam,regular+aide,bachelor,5,free,520,570,572,599
69,35,rural,male,cauc,regular,bachelor,7,free,622,624,582,642
69,35,rural,female,cauc,regular,bachelor,7,non-free,627,665,699,700
68,34,rural,male,cauc,small,master,12,non-free,627,644,659,651
4,4,suburban,female,cauc,regular+aide,master,2,free,618,610,632,634
16,11,inner-city,female,afam,small,master,29,free,573,661,626,667
1,1,rural,female,cauc,regular+aide,bachelor,30,non-free,659,661,615,672
52,22,suburban,female,cauc,small,bachelor,23,non-free,557,620,515,597
22,11,inner-city,male,afam,small,master,33,free,518,604,550,603
19,11,inner-city,female,afam,regular+aide,bachelor,30,free,542,564,531,550
34,12,rural,male,cauc,regular+aide,master,16,non-free,622,633,639,667
17,11,suburban,male,afam,small,bachelor,14,free,591,600,557,618
59,26,urban,female,cauc,regular,master,7,free,588,647,639,645
73,37,rural,male,cauc,regular+aide,bachelor,19,non-free,631,624,639,606
58,25,suburban,female,afam,regular+aide,master,16,non-free,554,604,570,622
77,40,rural,female,cauc,regular,bachelor,28,non-free,669,657,632,672
51,22,suburban,male,afam,regular,master,15,free,552,557,563,601
79,41,rural,female,cauc,small,master,12,non-free,627,661,632,726
7,5,rural,male,afam,regular,bachelor,21,free,577,585,554,601
35,12,rural,male,cauc,small,master,10,non-free,637,641,587,645
57,24,rural,male,cauc,regular,bachelor,3,non-free,544,580,584,616
1,1,rural,male,cauc,regular+aide,bachelor,30,free,604,644,596,639
62,29,rural,male,cauc,regular,bachelor,17,free,637,661,611,663
9,6,urban,male,cauc,regular+aide,master,16,non-free,659,675,632,659
55,23,rural,male,cauc,small,master,10,non-free,599,686,620,684
68,34,rural,male,afam,regular+aide,master,19,free,555,569,554,559
57,24,rural,male,cauc,regular+aide,bachelor,7,non-free,586,631,554,596
52,22,suburban,female,cauc,regular,bachelor,15,non-free,573,641,615,655
58,25,suburban,female,cauc,small,bachelor,19,non-free,637,675,611,659
74,38,rural,female,cauc,regular,master,11,non-free,622,641,632,642
36,12,suburban,female,cauc,regular+aide,bachelor,29,non-free,602,631,603,655
51,22,suburban,female,cauc,regular+aide,master,32,non-free,530,582,587,614
77,40,rural,male,cauc,regular+aide,bachelor,1,non-free,599,610,582,634
22,11,inner-city,female,afam,regular,bachelor,20,non-free,579,578,561,612
44,18,suburban,male,cauc,regular+aide,bachelor,18,free,526,597,538,588
8,6,rural,female,cauc,regular+aide,bachelor,10,free,566,592,577,593
20,11,suburban,male,afam,regular+aide,master,28,free,637,686,611,642
77,40,rural,male,cauc,regular,bachelor,8,free,593,597,582,631
51,22,suburban,male,cauc,small,master,17,non-free,593,620,574,612
11,8,rural,female,cauc,regular,bachelor,37,non-free,684,647,659,684
9,6,urban,male,cauc,regular+aide,master,16,non-free,584,606,570,606
57,24,rural,male,cauc,regular+aide,bachelor,7,non-free,545,608,561,622
4,4,suburban,female,cauc,regular,master,15,non-free,599,599,587,608
44,18,suburban,female,afam,small,bachelor,7,free,550,583,557,546
4,4,suburban,female,cauc,regular,master,15,non-free,643,629,699,648
55,23,rural,female,cauc,regular,master,17,free,541,620,572,620
63,30,rural,female,cauc,small,master,12,non-free,627,661,607,614
17,11,suburban,male,afam,regular,master,19,free,608,633,577,639
44,18,suburban,male,afam,regular+aide,bachelor,18,free,514,547,525,541
49,21,rural,male,cauc,small,bachelor,13,non-free,541,575,538,588
51,22,suburban,male,cauc,regular,bachelor,5,non-free,614,620,611,634
21,11,suburban,female,cauc,regular+aide,master,19,free,552,606,526,596
74,38,rural,female,cauc,regular+aide,master,19,non-free,622,644,596,645
41,17,suburban,female,cauc,regular,master,19,non-free,588,600,603,570
74,38,rural,female,cauc,regular,master,11,non-free,631,702,659,651
62,29,rural,female,cauc,regular+aide,bachelor,10,non-free,596,644,577,618
22,11,inner-city,male,afam,regular,bachelor,26,free,517,580,584,576
1,1,rural,male,afam,regular,bachelor,5,free,575,582,603,594
67,33,rural,male,cauc,regular+aide,master,19,free,669,626,582,629
58,25,suburban,male,cauc,small,bachelor,19,non-free,618,631,574,648
51,22,suburban,female,afam,regular+aide,master,32,free,564,626,561,626
77,40,rural,female,cauc,regular,bachelor,28,free,559,575,584,591
12,9,rural,female,cauc,regular+aide,bachelor,16,non-free,575,610,632,636
72,36,rural,male,cauc,regular,master,13,non-free,659,675,659,667
39,15,rural,male,cauc,small,master,3,non-free,527,535,565,586
58,25,suburban,female,cauc,regular,bachelor,11,non-free,569,604,579,612
22,11,inner-city,male,afam,small,master,19,free,569,595,570,577
63,30,rural,female,cauc,regular,bachelor,9,non-free,614,600,559,626
43,18,suburban,male,cauc,small,bachelor,5,non-free,573,602,572,610
79,41,rural,female,cauc,small,master,12,non-free,588,614,590,663
2,2,urban,male,cauc,regular+aide,master,19,free,604,618,565,614
51,22,suburban,female,cauc,small,bachelor,9,non-free,643,624,648,624
55,23,rural,male,cauc,regular,master,17,non-free,555,554,530,580
74,38,rural,male,cauc,regular+aide,master,19,non-free,596,633,599,634
72,36,rural,female,cauc,small,bachelor,18,free,650,636,603,601
47,19,rural,female,cauc,regular,bachelor,1,free,509,552,510,564
73,37,rural,male,cauc,regular+aide,bachelor,19,free,552,582,568,597
67,33,rural,female,cauc,regular+aide,master,19,free,575,590,561,614
16,11,inner-city,male,afam,regular+aide,master,11,free,523,570,535,559
25,11,suburban,male,cauc,small,bachelor,18,free,582,600,593,594
33,11,inner-city,female,afam,small,bachelor,7,free,618,647,611,629
67,33,rural,male,cauc,regular,bachelor,7,non-free,637,686,632,610
7,5,rural,female,cauc,regular+aide,bachelor,0,non-free,643,670,611,684
72,36,rural,female,cauc,small,bachelor,18,non-free,684,626,639,663
67,33,rural,male,cauc,small,bachelor,2,non-free,538,567,603,612
55,23,rural,male,cauc,regular+aide,master,4,non-free,684,670,615,659
47,19,rural,male,cauc,small,bachelor,34,non-free,559,565,563,547
79,41,rural,female,cauc,small,bachelor,14,non-free,575,644,626,634
58,25,suburban,female,cauc,regular+aide,master,16,non-free,631,633,577,642
2,2,urban,male,cauc,regular,master,15,free,577,620,603,614
72,36,rural,male,cauc,regular,master,13,non-free,611,633,626,618
65,31,rural,male,cauc,small,bachelor,4,free,586,606,593,606
11,8,rural,male,cauc,regular+aide,master,14,non-free,569,552,530,616
56,24,rural,female,cauc,regular+aide,master,15,non-free,575,641,611,655
67,33,rural,male,cauc,regular+aide,master,19,non-free,562,612,607,651
79,41,rural,female,cauc,regular+aide,master,9,non-free,669,633,611,678
68,34,rural,female,afam,small,bachelor,0,free,541,565,552,546
1,1,rural,female,cauc,small,master,1,non-free,627,580,620,588
20,11,suburban,male,afam,small,master,9,free,523,564,565,585
36,12,suburban,female,cauc,regular,master,9,non-free,569,606,557,599
16,11,inner-city,female,afam,regular+aide,master,23,free,566,618,607,659
20,11,suburban,male,afam,regular+aide,master,28,non-free,627,657,632,655
61,28,suburban,male,cauc,regular+aide,master,15,non-free,669,644,659,678
46,18,suburban,female,cauc,small,master,8,non-free,669,713,659,700
35,12,rural,male,cauc,small,bachelor,3,non-free,650,626,584,616
38,14,rural,male,cauc,small,bachelor,9,free,524,587,517,554
24,11,suburban,female,afam,regular,master,19,free,536,608,552,645
7,5,rural,male,cauc,regular+aide,bachelor,0,free,562,590,626,691
41,17,suburban,male,cauc,regular,master,20,non-free,611,702,611,667
41,17,suburban,male,cauc,small,master,13,non-free,622,654,674,651
58,25,suburban,female,cauc,regular,bachelor,22,non-free,627,647,596,639
43,18,suburban,male,cauc,regular,master,19,non-free,575,633,577,639
68,34,rural,female,afam,regular,bachelor,8,free,584,587,530,565
54,22,suburban,male,cauc,regular,bachelor,30,non-free,564,593,599,606
32,11,inner-city,male,afam,small,bachelor,8,free,557,593,565,593
61,28,suburban,female,cauc,regular+aide,master,15,non-free,669,626,632,636
52,22,suburban,female,cauc,regular+aide,bachelor,21,non-free,618,636,607,651
68,34,rural,female,afam,regular,bachelor,8,free,611,644,577,620
54,22,suburban,female,cauc,regular,bachelor,30,free,579,622,632,636
21,11,suburban,female,cauc,small,bachelor,21,non-free,552,585,525,552
61,28,suburban,female,cauc,regular,master,4,non-free,637,633,607,651
74,38,rural,female,cauc,regular,master,11,non-free,669,702,674,711
78,41,rural,female,cauc,small,master,14,non-free,631,661,626,691
52,22,suburban,male,cauc,regular,bachelor,15,non-free,562,644,518,585
74,38,rural,female,cauc,regular,master,11,free,602,618,546,591
28,11,inner-city,male,afam,regular+aide,master,3,free,557,614,526,597
25,11,suburban,male,afam,regular+aide,bachelor,8,free,552,610,603,629
35,12,rural,female,cauc,regular+aide,bachelor,10,non-free,604,575,514,526
46,18,suburban,female,cauc,regular,master,24,free,518,555,568,589
68,34,rural,female,cauc,regular+aide,master,19,free,573,606,543,568
58,25,suburban,female,cauc,regular,bachelor,22,non-free,584,606,584,603
2,2,urban,female,afam,regular+aide,master,19,free,582,616,563,624
41,17,suburban,male,cauc,regular,master,19,non-free,684,661,648,601
26,11,inner-city,female,afam,regular+aide,master,13,non-free,554,573,510,564
57,24,rural,female,cauc,small,master,11,non-free,568,592,528,629
44,18,suburban,male,afam,small,bachelor,3,free,523,559,611,585
12,9,rural,female,cauc,regular+aide,bachelor,16,non-free,596,641,607,752
28,11,inner-city,female,afam,small,master,11,free,602,641,620,678
73,37,rural,male,cauc,small,bachelor,8,non-free,643,670,632,634
7,5,rural,female,cauc,regular,bachelor,21,non-free,709,686,648,726
1,1,rural,female,cauc,regular,bachelor,5,non-free,631,624,603,614
14,11,inner-city,female,afam,regular+aide,bachelor,0,non-free,602,600,590,645
8,6,rural,male,cauc,regular,bachelor,22,non-free,602,622,550,626
77,40,rural,female,cauc,small,bachelor,7,non-free,608,595,603,620
79,41,rural,male,cauc,regular+aide,master,9,non-free,599,593,590,626
43,18,suburban,male,cauc,regular,master,19,non-free,684,713,611,684
20,11,suburban,male,afam,regular+aide,bachelor,4,free,538,610,550,610
4,4,suburban,female,cauc,regular,master,15,non-free,622,593,611,631
41,17,suburban,male,cauc,regular,master,19,non-free,602,606,639,610
12,9,rural,male,cauc,small,bachelor,15,free,536,641,535,614
69,35,rural,male,cauc,regular,bachelor,7,non-free,618,647,615,672
8,6,rural,female,cauc,regular,bachelor,22,non-free,564,592,574,583
26,11,inner-city,female,afam,regular,master,22,free,526,562,531,593
51,22,suburban,male,afam,regular+aide,master,32,free,586,620,568,634
74,38,rural,male,cauc,regular+aide,master,19,non-free,650,686,659,684
79,41,rural,male,cauc,regular+aide,master,9,non-free,575,592,596,651
40,16,rural,male,cauc,regular,bachelor,3,free,527,580,543,568
75,39,rural,female,cauc,regular,bachelor,19,non-free,611,616,582,629
35,12,rural,female,cauc,regular,master,17,non-free,622,612,607,618
40,16,rural,male,cauc,small,bachelor,36,non-free,591,624,550,589
3,3,rural,male,cauc,regular+aide,bachelor,3,non-free,618,626,620,582
29,11,inner-city,male,afam,regular+aide,bachelor,2,free,559,577,615,573
20,11,suburban,male,afam,regular+aide,bachelor,4,non-free,608,629,570,612
28,11,inner-city,female,afam,regular+aide,master,3,free,593,675,570,608
63,30,rural,male,cauc,small,bachelor,1,non-free,669,680,648,700
7,5,rural,male,cauc,regular,bachelor,21,non-free,533,573,520,567
21,11,suburban,male,afam,regular+aide,master,19,free,550,592,568,606
5,4,rural,male,cauc,small,master,13,non-free,650,670,626,700
14,11,inner-city,female,afam,small,bachelor,22,free,557,590,587,622
5,4,rural,male,cauc,regular+aide,bachelor,23,free,517,547,502,550
68,34,rural,male,cauc,small,bachelor,3,non-free,550,597,639,655
40,16,rural,male,cauc,regular+aide,specialist,12,non-free,549,562,599,562
62,29,rural,male,cauc,regular+aide,bachelor,10,non-free,560,600,611,648
16,11,inner-city,male,afam,regular,master,26,free,526,592,522,583
1,1,rural,male,cauc,regular,bachelor,5,free,584,592,674,663
40,16,rural,female,cauc,regular+aide,specialist,12,non-free,650,680,648,639
3,3,rural,female,cauc,regular+aide,bachelor,3,non-free,650,641,603,593
58,25,suburban,male,cauc,regular+aide,bachelor,8,non-free,618,670,626,655
16,11,inner-city,female,afam,regular+aide,master,23,free,627,654,620,684
59,26,urban,male,cauc,regular+aide,master,7,non-free,611,618,615,636
24,11,suburban,female,afam,small,master,10,non-free,535,578,517,601
47,19,rural,male,cauc,small,bachelor,2,free,575,565,603,591
43,18,suburban,male,cauc,small,bachelor,6,non-free,669,702,639,659
69,35,rural,female,cauc,small,bachelor,6,non-free,669,639,599,622
44,18,suburban,male,afam,regular+aide,bachelor,18,free,524,567,531,571
43,18,suburban,female,cauc,small,bachelor,6,non-free,569,608,632,642
3,3,rural,male,cauc,regular+aide,bachelor,3,free,530,554,552,538
78,41,rural,male,cauc,regular,specialist,13,free,604,624,593,651
55,23,rural,female,cauc,small,master,10,non-free,586,670,593,655
79,41,rural,female,cauc,regular,master,12,non-free,627,631,593,601
60,27,urban,male,cauc,small,bachelor,29,free,557,602,596,663
9,6,urban,male,cauc,regular+aide,master,16,non-free,568,592,533,565
46,18,suburban,male,cauc,small,master,8,non-free,659,686,632,684
51,22,suburban,female,cauc,regular+aide,master,18,non-free,631,647,603,626
41,17,suburban,male,cauc,regular,master,19,non-free,564,590,593,589
77,40,rural,male,cauc,regular+aide,master,15,free,586,604,620,626
54,22,suburban,male,cauc,small,master,24,free,564,577,557,585
62,29,rural,male,cauc,regular+aide,bachelor,10,free,542,585,582,622
27,11,inner-city,male,afam,regular+aide,bachelor,4,non-free,593,622,611,622
51,22,suburban,male,cauc,small,bachelor,9,non-free,650,629,674,645
27,11,inner-city,male,afam,small,bachelor,15,free,538,593,559,565
43,18,suburban,male,cauc,small,bachelor,6,non-free,618,670,611,651
73,37,rural,male,cauc,small,bachelor,9,free,599,616,582,620
65,31,rural,male,cauc,regular+aide,bachelor,2,non-free,631,650,632,616
7,5,rural,male,cauc,regular,bachelor,24,non-free,622,620,556,601
73,37,rural,male,cauc,small,bachelor,9,non-free,593,593,557,573
68,34,rural,female,cauc,regular+aide,master,15,free,539,559,546,570
36,12,suburban,female,cauc,small,master,17,non-free,588,620,626,616
79,41,rural,female,cauc,regular,master,12,non-free,669,693,626,752
50,21,rural,female,afam,regular,master,8,free,596,597,590,606
58,25,suburban,male,afam,regular+aide,master,16,non-free,526,554,520,591
32,11,inner-city,female,afam,regular,master,25,free,569,595,590,626
19,11,inner-city,female,afam,regular,bachelor,5,free,547,575,488,573
66,32,rural,male,cauc,regular+aide,bachelor,13,non-free,659,647,659,700
55,23,rural,male,cauc,regular+aide,master,4,free,602,665,590,642
23,11,suburban,male,afam,regular+aide,master,20,non-free,593,604,584,618
34,12,rural,male,cauc,regular,bachelor,14,non-free,560,570,541,538
59,26,urban,female,cauc,regular,master,7,non-free,669,636,620,618
59,26,urban,male,cauc,small,bachelor,2,non-free,614,670,626,672
11,8,rural,male,cauc,regular,bachelor,37,non-free,622,629,590,620
14,11,inner-city,male,afam,small,bachelor,22,free,545,612,550,612
63,30,rural,female,cauc,regular+aide,bachelor,15,non-free,555,593,579,589
20,11,suburban,female,afam,small,master,9,free,586,622,590,610
10,7,urban,female,cauc,regular+aide,master,36,non-free,586,583,550,573
39,15,rural,female,cauc,small,master,3,free,643,639,626,700
49,21,rural,female,cauc,small,master,17,non-free,643,686,577,645
75,39,rural,male,cauc,regular,bachelor,19,non-free,547,567,611,651
47,19,rural,male,cauc,regular,bachelor,1,free,489,567,531,562
35,12,rural,male,cauc,small,bachelor,3,non-free,608,610,543,596
63,30,rural,male,cauc,regular+aide,bachelor,15,non-free,588,608,611,629
29,11,inner-city,male,afam,small,master,31,free,602,657,639,645
64,31,rural,male,cauc,small,bachelor,31,non-free,631,693,699,726
64,31,rural,female,cauc,small,bachelor,31,free,586,550,561,571
23,11,suburban,female,afam,regular,bachelor,10,non-free,560,624,570,634
68,34,rural,male,cauc,regular,bachelor,8,non-free,627,702,639,659
60,27,urban,female,cauc,small,bachelor,29,non-free,602,587,550,564
45,18,inner-city,male,afam,regular+aide,master,11,free,562,606,570,580
62,29,rural,female,cauc,regular,bachelor,17,non-free,611,670,674,659
75,39,rural,male,cauc,small,bachelor,22,non-free,596,629,554,601
58,25,suburban,male,cauc,regular,bachelor,22,non-free,573,618,611,610
66,32,rural,female,cauc,regular,master,5,free,669,686,639,691
68,34,rural,male,cauc,regular+aide,master,15,non-free,627,665,659,700
3,3,rural,female,cauc,small,master,17,free,684,631,584,606
68,34,rural,male,afam,small,bachelor,0,free,550,562,599,582
22,11,inner-city,male,afam,regular+aide,master,12,free,557,573,531,576
67,33,rural,male,cauc,regular,bachelor,7,free,535,575,552,576
62,29,rural,male,cauc,regular,bachelor,17,free,573,639,611,642
22,11,inner-city,female,afam,regular,bachelor,26,free,599,644,579,624
20,11,suburban,male,afam,regular,bachelor,7,free,559,587,611,648
28,11,inner-city,male,afam,regular+aide,master,12,free,559,636,550,629
41,17,suburban,male,cauc,small,master,13,non-free,608,631,659,659
32,11,inner-city,female,afam,regular,master,25,free,535,564,541,599
41,17,suburban,female,cauc,small,master,13,non-free,584,622,639,620
46,18,suburban,male,cauc,regular+aide,bachelor,12,free,593,639,552,622
49,21,rural,female,cauc,regular+aide,master,17,non-free,582,614,611,645
16,11,inner-city,male,afam,small,bachelor,22,free,591,618,611,629
73,37,rural,female,cauc,regular+aide,bachelor,19,free,618,606,607,629
63,30,rural,male,cauc,regular+aide,bachelor,15,free,627,616,626,631
35,12,rural,female,cauc,small,bachelor,3,non-free,669,713,648,672
66,32,rural,male,cauc,small,bachelor,5,non-free,608,657,572,678
9,6,urban,male,cauc,small,bachelor,9,free,669,665,611,663
21,11,suburban,male,afam,regular+aide,bachelor,25,free,539,567,512,538
19,11,inner-city,male,afam,small,master,21,free,562,582,526,589
2,2,urban,male,afam,small,master,9,free,588,641,554,593
31,11,inner-city,female,afam,regular,master,26,free,491,545,499,559
7,5,rural,female,cauc,regular+aide,master,5,non-free,637,680,632,651
66,32,rural,male,cauc,small,bachelor,1,non-free,608,647,620,684
77,40,rural,female,cauc,regular+aide,master,15,non-free,622,600,674,663
36,12,suburban,male,cauc,small,master,17,non-free,627,647,568,597
12,9,rural,female,cauc,regular,bachelor,0,free,643,604,639,659
51,22,suburban,male,cauc,small,bachelor,9,non-free,650,702,699,700
7,5,rural,female,cauc,regular,bachelor,21,non-free,643,647,587,639
61,28,suburban,male,cauc,regular,master,4,non-free,608,631,568,588
40,16,rural,male,cauc,regular,bachelor,3,free,542,582,579,558
7,5,rural,female,cauc,regular+aide,master,5,non-free,549,580,541,610
12,9,rural,male,cauc,regular+aide,bachelor,16,free,627,629,721,774
39,15,rural,male,cauc,regular,master,18,free,539,618,582,645
77,40,rural,female,cauc,regular,bachelor,8,free,650,680,648,639
26,11,inner-city,female,afam,small,bachelor,2,free,549,570,536,570
50,21,rural,female,cauc,small,bachelor,14,free,591,644,607,634
72,36,rural,male,cauc,regular+aide,bachelor,11,free,631,650,648,700
24,11,suburban,male,afam,regular,master,19,non-free,588,644,570,639
77,40,rural,male,cauc,regular,bachelor,28,free,599,633,590,599
19,11,inner-city,male,afam,regular+aide,bachelor,30,free,545,564,582,582
41,17,suburban,female,cauc,small,bachelor,5,non-free,591,661,590,672
68,34,rural,male,cauc,small,bachelor,3,non-free,684,633,626,663
58,25,suburban,male,cauc,small,bachelor,6,non-free,586,622,632,634
54,22,suburban,female,afam,small,master,20,free,602,620,577,618
58,25,suburban,female,cauc,small,bachelor,6,non-free,637,626,587,626
51,22,suburban,male,cauc,small,master,17,non-free,596,636,615,620
51,22,suburban,male,cauc,small,bachelor,9,non-free,650,644,659,663
53,22,inner-city,female,afam,small,bachelor,5,non-free,611,626,579,634
9,6,urban,male,cauc,small,master,19,non-free,538,593,528,603
67,33,rural,male,cauc,small,bachelor,2,free,530,536,579,576
26,11,inner-city,male,afam,regular+aide,master,13,free,538,587,522,559
27,11,inner-city,male,afam,small,master,9,free,566,600,626,594
41,17,suburban,male,cauc,small,master,13,non-free,584,593,626,585
43,18,suburban,female,cauc,regular+aide,bachelor,22,non-free,611,657,607,663
17,11,suburban,male,cauc,regular+aide,master,18,non-free,614,633,552,596
33,11,inner-city,female,afam,regular+aide,bachelor,5,free,584,618,596,604
78,41,rural,female,cauc,small,master,14,free,573,592,590,629
7,5,rural,male,afam,regular+aide,master,5,free,517,555,546,571
78,41,rural,female,cauc,regular+aide,master,8,free,627,644,561,596
53,22,inner-city,male,cauc,small,bachelor,1,non-free,602,657,626,639
49,21,rural,female,cauc,regular+aide,master,17,non-free,549,573,530,582
79,41,rural,male,cauc,regular,master,12,non-free,684,686,674,667
47,19,rural,male,cauc,regular,bachelor,1,free,550,610,596,614
21,11,suburban,male,afam,regular+aide,bachelor,25,non-free,618,608,545,577
79,41,rural,male,cauc,small,master,12,non-free,584,622,611,672
43,18,suburban,male,cauc,small,bachelor,5,non-free,568,606,607,616
23,11,suburban,male,afam,regular+aide,master,20,free,554,614,570,603
33,11,inner-city,male,afam,regular,bachelor,0,free,512,560,561,576
66,32,rural,female,cauc,regular+aide,bachelor,13,non-free,650,647,561,648
27,11,inner-city,male,afam,small,master,9,free,542,527,533,540
8,6,rural,male,cauc,regular,bachelor,22,non-free,627,670,552,620
65,31,rural,female,cauc,regular+aide,bachelor,2,non-free,650,680,648,655
80,42,rural,female,cauc,small,bachelor,2,non-free,637,622,626,663
57,24,rural,female,cauc,small,bachelor,18,non-free,659,657,590,639
12,9,rural,male,cauc,regular,bachelor,0,free,596,616,611,629
55,23,rural,male,afam,small,bachelor,16,non-free,579,616,548,601
68,34,rural,female,cauc,small,bachelor,0,free,593,620,632,603
33,11,inner-city,female,afam,regular+aide,bachelor,18,free,559,587,554,554
75,39,rural,male,cauc,small,specialist,13,non-free,669,657,615,678
22,11,inner-city,female,afam,small,bachelor,8,non-free,575,629,596,634
39,15,rural,male,cauc,regular,master,18,free,622,614,659,636
55,23,rural,male,cauc,small,bachelor,16,non-free,573,597,546,577
65,31,rural,male,cauc,regular,bachelor,24,free,588,644,590,642
51,22,suburban,female,afam,regular+aide,master,15,free,559,604,632,618
45,18,inner-city,female,afam,regular+aide,master,11,non-free,611,639,699,651
10,7,urban,male,cauc,regular+aide,master,36,non-free,593,608,582,603
39,15,rural,female,cauc,small,master,3,free,684,680,615,672
77,40,rural,male,cauc,small,bachelor,7,non-free,575,592,572,606
57,24,rural,female,cauc,regular,bachelor,3,free,557,593,538,588
54,22,suburban,male,cauc,small,master,20,non-free,584,636,620,629
22,11,inner-city,female,afam,regular,bachelor,26,free,584,616,599,604
36,12,suburban,female,cauc,small,master,17,non-free,650,650,639,700
